"Player","TM","GM","Off PAV","Def PAV","Mid PAV","Total PAV","Off mPAV","Def mPAV","Mid mPAV","Total mPAV"
"Ginnivan, Jack","CW","23","7.87","0.90","2.40","11.17","0.967","-0.775","-0.400","-0.069"
"Giro, Stefan","WC","1","0.16","0.02","0.10","0.28","-0.168","-0.890","-0.505","-0.521"
"Goater, Josh","NM","1","0.06","0.25","0.02","0.33","-0.702","0.279","-0.901","-0.441"
"Goldstein, Todd","NM","22","9.34","3.45","5.86","18.65","1.148","-0.206","0.348","0.430"
"Gollant, Lachlan","AD","7","1.91","0.41","0.31","2.63","0.383","-0.707","-0.773","-0.366"
"Graham, Caleb","GC","15","0.63","8.24","0.92","9.79","-0.788","1.779","-0.689","0.101"
"Graham, Jack","RI","20","4.04","1.68","6.28","12.00","0.068","-0.557","0.662","0.058"
"Grainger-Barras, Denver","HW","16","-0.14","4.98","0.48","5.33","-1.044","0.576","-0.848","-0.439"
"Gray, Robbie","PA","16","4.45","0.78","2.42","7.65","0.407","-0.752","-0.235","-0.193"
"Green, Tom","GW","21","4.63","3.20","8.10","15.93","0.116","-0.230","0.951","0.279"
"Greene, Toby","GW","15","9.61","0.42","2.67","12.70","2.242","-0.859","-0.099","0.428"
"Greenwood, Hugh","NM","21","2.45","2.02","5.09","9.56","-0.410","-0.513","0.226","-0.232"
"Gresham, Jade","SK","18","6.21","1.11","7.41","14.72","0.745","-0.689","1.083","0.380"
"Grimes, Dylan","RI","15","0.10","5.39","0.40","5.89","-0.966","0.900","-0.857","-0.308"
"Grundy, Brodie","CW","6","2.06","0.68","3.13","5.88","0.979","-0.347","2.004","0.879"
"Guelfi, Matt","ES","20","5.27","1.46","3.01","9.74","0.333","-0.631","-0.239","-0.179"
"Gulden, Errol","SY","25","6.58","3.11","6.78","16.47","0.512","-0.284","0.560","0.263"
"Gunston, Jack","HW","16","8.97","0.83","1.29","11.09","1.836","-0.737","-0.591","0.169"
"Guthrie, Cameron","GE","25","3.96","3.22","10.03","17.22","-0.089","-0.259","1.308","0.320"
"Guthrie, Zach","GE","21","2.29","6.54","2.58","11.41","-0.373","0.791","-0.293","0.042"
"Hall, Aaron","NM","11","1.80","4.61","1.45","7.86","-0.173","1.119","-0.332","0.205"
"Ham, Brayden","ES","11","0.56","0.64","0.77","1.97","-0.741","-0.704","-0.647","-0.697"
"Hamill, Will","AD","13","0.58","2.16","0.76","3.50","-0.776","-0.161","-0.703","-0.546"
"Hamilton, Cooper","GW","4","0.05","0.74","0.21","1.00","-0.932","-0.065","-0.732","-0.576"
"Hamling, Joel","FR","1","0.00","0.36","0.03","0.39","-1.000","0.965","-0.813","-0.283"
"Hannan, Mitch","WB","7","1.15","1.15","0.63","2.92","-0.131","-0.134","-0.525","-0.264"
"Hannebery, Dan","SK","3","0.68","0.14","1.42","2.24","0.143","-0.757","1.398","0.261"
"Hardwick, Blake","HW","22","0.75","8.47","1.43","10.64","-0.828","0.948","-0.672","-0.184"
"Harmes, James","ME","21","3.93","2.80","5.16","11.89","0.032","-0.263","0.356","0.042"
"Hartigan, Kyle","HW","3","0.00","0.55","0.08","0.64","-1.000","-0.066","-0.858","-0.641"
"Hately, Jackson","AD","11","1.44","1.65","2.41","5.50","-0.337","-0.242","0.109","-0.156"
"Hawkins, Tom","GE","25","13.96","0.91","3.72","18.59","2.210","-0.790","-0.145","0.425"
"Hayden, Kyron","NM","5","0.06","0.99","0.16","1.21","-0.940","-0.002","-0.836","-0.593"
"Hayes, Jack","SK","5","1.77","0.52","0.87","3.16","0.790","-0.476","-0.115","0.066"
"Hayes, Sam","PA","7","1.80","0.74","2.19","4.72","0.302","-0.467","0.580","0.138"
"Hayes, Will","CA","2","0.17","0.09","0.23","0.50","-0.566","-0.761","-0.407","-0.578"
"Haynes, Nick","GW","17","1.18","4.84","1.07","7.09","-0.648","0.440","-0.681","-0.296"
"Hayward, Will","SY","25","7.41","0.86","3.02","11.29","0.705","-0.802","-0.306","-0.134"
"Heeney, Isaac","SY","25","10.93","1.76","5.85","18.54","1.513","-0.595","0.346","0.421"
"Henry, Jack","GE","17","1.25","4.96","0.91","7.12","-0.578","0.678","-0.692","-0.197"
"Henry, Liam","FR","7","0.33","0.45","0.47","1.24","-0.742","-0.648","-0.630","-0.673"
"Henry, Oliver","CW","15","4.58","0.48","1.18","6.25","0.757","-0.814","-0.548","-0.202"
"Heppell, Dyson","ES","22","2.74","5.81","3.11","11.66","-0.370","0.337","-0.286","-0.106"
"Hewett, George","CA","15","3.16","1.75","8.49","13.40","0.067","-0.410","1.863","0.507"
"Hibberd, Michael","ME","12","0.13","4.69","0.56","5.38","-0.940","1.158","-0.741","-0.174"
"Hickey, Tom","SY","16","3.20","2.08","5.64","10.92","0.149","-0.252","1.027","0.308"
"Higgins, Jack","SK","18","8.70","0.76","2.05","11.51","1.446","-0.787","-0.424","0.078"
"Higgins, Shaun","GE","5","0.70","0.63","1.12","2.45","-0.193","-0.277","0.284","-0.062"
"Highmore, Tom","SK","3","0.03","0.78","0.17","0.98","-0.954","0.318","-0.714","-0.450"
"Hill, Bobby","GW","11","2.55","0.75","1.08","4.37","0.173","-0.657","-0.505","-0.330"
"Hill, Bradley","SK","21","3.06","4.87","3.20","11.13","-0.262","0.173","-0.229","-0.106"
"Himmelberg, Elliott","AD","11","3.80","1.18","1.24","6.22","0.749","-0.458","-0.429","-0.046"
"Himmelberg, Harry","GW","22","5.78","8.92","2.17","16.88","0.329","1.052","-0.500","0.294"
"Hind, Nick","ES","21","3.43","6.92","3.81","14.16","-0.174","0.668","-0.082","0.138"
"Hinge, Mitch","AD","17","1.78","4.30","2.68","8.76","-0.469","0.281","-0.204","-0.131"
"Hipwood, Eric","BL","17","5.79","1.20","1.69","8.67","0.957","-0.595","-0.429","-0.022"
"Hobbs, Ben","ES","17","3.04","0.66","2.70","6.40","-0.094","-0.805","-0.197","-0.365"
"Hogan, Jesse","GW","18","9.40","0.82","1.42","11.64","1.643","-0.770","-0.600","0.091"
"Hollands, Elijah","GC","5","1.40","0.49","1.38","3.27","0.416","-0.500","0.398","0.105"
"Holman, Nick","GC","20","4.53","1.02","2.78","8.33","0.146","-0.742","-0.298","-0.298"
"Holmes, Max","GE","18","3.76","2.30","3.81","9.87","0.200","-0.266","0.218","0.051"
"Honey, Josh","CA","5","0.56","0.12","0.21","0.90","-0.429","-0.875","-0.785","-0.696"
"Hopper, Jacob","GW","7","0.99","0.92","2.29","4.20","-0.282","-0.338","0.655","0.012"
"Horne-Francis, Jason","NM","17","2.74","1.60","3.83","8.17","-0.184","-0.523","0.139","-0.189"
"Hoskin-Elliott, Will","CW","24","4.11","2.17","3.20","9.47","-0.016","-0.480","-0.234","-0.243"
"Hough, Brady","WC","15","1.51","1.87","1.17","4.55","-0.490","-0.369","-0.607","-0.488"
"Houston, Dan","PA","21","3.03","8.64","4.53","16.21","-0.269","1.082","0.092","0.302"
"Howard, Dougal","SK","17","0.38","11.11","0.96","12.45","-0.887","2.306","-0.713","0.235"
"Howe, Daniel","HW","9","0.71","1.36","0.95","3.02","-0.603","-0.235","-0.464","-0.434"
"Howe, Jeremy","CW","24","1.08","12.63","1.31","15.02","-0.741","2.026","-0.687","0.199"
"Hughes, Ethan","FR","6","0.05","1.53","0.75","2.32","-0.957","0.406","-0.312","-0.288"
"Hunt, Jayden","ME","20","0.79","4.47","1.84","7.10","-0.783","0.234","-0.491","-0.347"
"Hunter, Lachie","WB","10","1.44","1.52","2.12","5.08","-0.237","-0.198","0.120","-0.105"
"Hurley, Michael","ES","1","0.31","0.03","0.08","0.42","0.554","-0.849","-0.574","-0.290"
"Hurn, Shannon","WC","19","1.35","7.06","1.19","9.60","-0.641","0.881","-0.684","-0.148"
"Idun, Connor","GW","16","0.54","6.14","0.62","7.30","-0.830","0.942","-0.804","-0.231"
"Impey, Jarman","HW","16","2.21","2.19","2.17","6.57","-0.300","-0.308","-0.315","-0.308"
"Jackson, Luke","ME","22","5.32","1.75","6.16","13.22","0.334","-0.561","0.545","0.106"
"Jamieson, Callum","WC","9","1.19","0.73","1.23","3.15","-0.330","-0.588","-0.311","-0.410"
"Jeffrey, Joel","GC","5","1.90","0.33","0.55","2.78","0.920","-0.668","-0.444","-0.064"
"Jeka, Emerson","HW","3","0.03","0.71","0.06","0.80","-0.953","0.202","-0.900","-0.550"
"Jiath, Changkuoth","HW","14","1.00","4.30","1.35","6.64","-0.640","0.554","-0.513","-0.200"
"Johannisen, Jason","WB","8","1.96","0.57","1.12","3.66","0.296","-0.621","-0.258","-0.194"
"Johnson, Ash","CW","9","3.14","0.16","0.70","3.99","1.006","-0.901","-0.555","-0.150"
"Jonas, Tom","PA","21","0.20","9.60","1.22","11.01","-0.951","1.312","-0.707","-0.115"
"Jones, Chayce","AD","20","1.44","3.92","2.15","7.51","-0.635","-0.008","-0.457","-0.367"
"Jones, Harry","ES","10","2.97","0.36","0.66","3.99","0.502","-0.819","-0.666","-0.328"
"Jones, Jamaine","WC","18","2.01","2.72","2.49","7.21","-0.436","-0.235","-0.301","-0.324"
"Jones, Lachie","PA","14","0.86","3.66","1.17","5.69","-0.689","0.322","-0.577","-0.315"
"Jones, Zak","SK","13","1.54","1.29","3.73","6.57","-0.399","-0.496","0.453","-0.147"
"Jordon, James","ME","22","2.75","3.18","4.03","9.96","-0.310","-0.201","0.011","-0.167"
"Joyce, Darragh","SK","3","-0.03","0.92","0.07","0.96","-1.046","0.549","-0.888","-0.461"
"Keath, Alex","WB","15","0.83","4.44","0.76","6.04","-0.706","0.565","-0.731","-0.291"
"Keays, Ben","AD","22","5.45","3.16","9.58","18.19","0.254","-0.274","1.204","0.395"
"Keeffe, Lachlan","GW","18","0.97","3.69","1.06","5.73","-0.726","0.037","-0.701","-0.463"
"Kelly, Jake","ES","21","0.28","5.69","0.89","6.87","-0.932","0.371","-0.785","-0.448"
"Kelly, Josh","GW","21","5.18","4.29","7.67","17.14","0.249","0.034","0.847","0.377"
"Kelly, Tim","WC","17","4.54","2.54","6.92","14.00","0.351","-0.245","1.061","0.389"
"Kemp, Brodie","CA","4","0.00","1.00","0.09","1.09","-1.000","0.262","-0.884","-0.541"
"Kennedy, Adam","GW","18","1.15","4.78","1.49","7.43","-0.675","0.344","-0.580","-0.304"
"Kennedy, Josh","WC","15","9.70","0.21","0.85","10.75","2.273","-0.930","-0.715","0.209"
"Kennedy, Josh","SY","11","0.63","0.96","1.66","3.25","-0.668","-0.500","-0.131","-0.433"
"Kennedy, Matthew","CA","17","3.83","2.26","7.75","13.84","0.139","-0.329","1.308","0.373"
"Kent, Dean","SK","2","0.38","0.08","0.19","0.65","-0.040","-0.805","-0.510","-0.452"
"Khamis, Buku","WB","8","1.41","1.24","0.55","3.21","-0.065","-0.179","-0.636","-0.293"
"King, Max","SK","22","13.25","0.44","1.56","15.24","2.047","-0.899","-0.642","0.169"
"Knevitt, Mitch","GE","2","0.12","0.07","0.30","0.49","-0.644","-0.807","-0.134","-0.528"
"Kolodjashnij, Jake","GE","23","0.56","6.13","1.44","8.12","-0.861","0.532","-0.641","-0.323"
"Koschitzke, Jacob","HW","16","5.02","1.24","2.01","8.27","0.587","-0.608","-0.364","-0.128"
"Kreuger, Nathan","CW","5","0.94","0.36","0.42","1.71","0.075","-0.589","-0.517","-0.343"
"Ladhams, Peter","SY","11","2.23","1.42","3.64","7.29","0.167","-0.260","0.905","0.271"
"Laird, Rory","AD","20","4.64","3.15","11.20","18.99","0.174","-0.204","1.834","0.601"
"Lambert, Kane","RI","7","0.74","0.40","1.18","2.31","-0.444","-0.701","-0.111","-0.418"
"Langdon, Ed","ME","23","4.04","4.71","4.63","13.37","-0.032","0.130","0.111","0.070"
"Langdon, Zac","WC","8","1.68","0.19","0.69","2.56","0.061","-0.880","-0.563","-0.461"
"Langford, Kyle","ES","9","2.79","0.18","1.20","4.17","0.568","-0.899","-0.323","-0.218"
"Larkey, Nick","NM","20","9.76","1.28","0.90","11.93","1.469","-0.677","-0.773","0.006"
"Laverde, Jayden","ES","22","0.69","7.05","1.86","9.60","-0.841","0.621","-0.571","-0.264"
"Lazzaro, Charlie","NM","12","0.91","0.52","0.74","2.18","-0.615","-0.780","-0.686","-0.694"
"Lemmens, Sean","GC","20","0.38","6.98","1.35","8.71","-0.904","0.766","-0.659","-0.266"
"Lester, Ryan","BL","3","0.13","0.75","0.17","1.05","-0.752","0.441","-0.683","-0.331"
"Lever, Jake","ME","19","0.57","7.58","1.15","9.30","-0.835","1.203","-0.667","-0.100"
"Lewis, Mitch","HW","15","8.77","1.11","1.08","10.97","1.960","-0.625","-0.635","0.233"
"Liberatore, Tom","WB","22","4.42","3.32","12.60","20.33","0.062","-0.201","2.029","0.630"
"Lienert, Jarrod","SK","11","0.10","4.21","1.13","5.44","-0.953","0.936","-0.480","-0.166"
"Lipinski, Patrick","CW","25","4.37","3.59","7.09","15.05","0.004","-0.175","0.632","0.154"
"Lloyd, Daniel","GW","11","1.85","0.53","1.04","3.42","-0.148","-0.754","-0.524","-0.475"
"Lloyd, Jake","SY","24","1.32","10.03","2.65","14.00","-0.685","1.404","-0.365","0.118"
"Lobb, Rory","FR","21","9.21","3.24","2.34","14.79","1.422","-0.149","-0.385","0.296"
"Logue, Griffin","FR","20","2.45","7.05","1.34","10.84","-0.322","0.946","-0.630","-0.002"
"Lohmann, Kai","BL","2","0.17","0.27","0.28","0.73","-0.503","-0.229","-0.181","-0.304"
"Long, Ben","SK","19","2.93","3.19","2.27","8.38","-0.220","-0.150","-0.397","-0.256"
"Long, Ned","HW","1","0.03","0.24","0.09","0.36","-0.860","0.223","-0.524","-0.387"
"Lord, Alastair","ES","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Lukosius, Jack","GC","13","3.72","2.43","2.52","8.67","0.449","-0.056","-0.017","0.126"
"Lycett, Scott","PA","4","1.21","0.24","1.76","3.22","0.535","-0.694","1.229","0.357"
"Lynch, Max","HW","7","2.21","0.39","1.70","4.30","0.596","-0.717","0.230","0.036"
"Lynch, Tom","RI","19","12.56","0.68","2.06","15.30","2.498","-0.812","-0.426","0.420"
"Lyons, Jarryd","BL","22","4.88","2.28","9.95","17.11","0.275","-0.404","1.602","0.491"
"Macdonald, Connor","HW","20","3.38","1.06","2.46","6.90","-0.146","-0.731","-0.377","-0.418"
"Macpherson, Darcy","GC","10","1.02","1.07","1.19","3.28","-0.484","-0.459","-0.399","-0.447"
"Macrae, Finlay","CW","2","0.04","0.20","0.08","0.33","-0.876","-0.422","-0.759","-0.685"
"Macrae, Jack","WB","23","4.98","4.57","13.28","22.83","0.145","0.051","2.055","0.751"
"Madden, James","BL","2","0.04","0.18","0.13","0.36","-0.876","-0.483","-0.617","-0.659"
"Madgen, Jack","CW","9","0.28","1.64","0.28","2.21","-0.820","0.051","-0.819","-0.529"
"Maginness, Finn","HW","16","2.19","1.89","2.60","6.68","-0.308","-0.401","-0.178","-0.296"
"Mahony, Jack","NM","13","2.09","0.61","1.19","3.89","-0.185","-0.763","-0.537","-0.495"
"Mansell, Rhyan","RI","2","-0.02","0.69","0.01","0.68","-1.063","0.837","-0.964","-0.397"
"Marchbank, Caleb","CA","4","0.10","1.50","0.18","1.78","-0.876","0.897","-0.772","-0.250"
"Markov, Oleg","GC","11","1.02","3.19","1.41","5.62","-0.531","0.465","-0.351","-0.139"
"Marshall, Rowan","SK","21","6.99","2.85","8.25","18.09","0.685","-0.313","0.987","0.453"
"Marshall, Todd","PA","21","10.76","1.71","2.34","14.80","1.592","-0.588","-0.437","0.189"
"Martin, Dustin","RI","9","3.02","0.48","3.14","6.64","0.773","-0.718","0.845","0.300"
"Martin, Jack","CA","12","3.38","0.48","1.22","5.08","0.427","-0.799","-0.487","-0.286"
"Martin, Nic","ES","21","5.65","3.17","4.15","12.97","0.362","-0.237","-0.001","0.041"
"Martin, Stefan","WB","4","0.47","0.04","1.16","1.68","-0.374","-0.941","0.536","-0.260"
"Mathieson, Rhys","BL","10","1.32","0.92","2.79","5.03","-0.243","-0.471","0.606","-0.036"
"May, Steven","ME","22","0.48","18.26","1.14","19.88","-0.880","3.582","-0.713","0.663"
"Mayes, Sam","PA","3","0.61","0.14","0.10","0.85","0.024","-0.764","-0.832","-0.524"
"Maynard, Brayden","CW","23","1.51","8.78","3.40","13.69","-0.622","1.196","-0.151","0.141"
"McAdam, Shane","AD","15","5.87","0.30","0.87","7.04","0.981","-0.899","-0.706","-0.208"
"McCarthy, Lincoln","BL","25","7.71","1.29","4.11","13.11","0.773","-0.704","-0.054","0.005"
"McCartin, Paddy","SY","24","1.36","8.86","1.39","11.62","-0.674","1.124","-0.666","-0.072"
"McCartin, Tom","SY","25","0.00","11.63","1.05","12.68","-1.000","1.674","-0.758","-0.028"
"McCluggage, Hugh","BL","24","6.82","3.07","8.48","18.36","0.634","-0.266","1.031","0.466"
"McComb, Robbie","WB","15","2.23","0.77","1.98","4.98","-0.213","-0.730","-0.303","-0.415"
"McCreery, Beau","CW","22","4.09","1.50","3.21","8.80","0.068","-0.607","-0.160","-0.233"
"McDonald, Logan","SY","17","4.04","0.71","0.91","5.66","0.365","-0.759","-0.693","-0.362"
"McDonald, Luke","NM","22","1.33","10.17","2.34","13.84","-0.695","1.340","-0.462","0.061"
"McDonald, Oscar","CA","2","0.07","0.66","0.01","0.75","-0.814","0.682","-0.980","-0.370"
"McDonald, Tom","ME","9","3.33","1.04","0.56","4.92","1.043","-0.364","-0.659","0.007"
"McEntee, Jed","PA","9","1.09","0.41","0.56","2.06","-0.389","-0.768","-0.686","-0.614"
"McEvoy, Ben","HW","8","3.00","1.54","1.91","6.45","0.900","-0.024","0.207","0.361"
"McGovern, Jeremy","WC","10","0.58","4.54","0.41","5.52","-0.709","1.297","-0.793","-0.069"
"McGovern, Mitch","CA","7","0.64","3.24","0.68","4.56","-0.539","1.340","-0.505","0.098"
"McGrath, Andrew","ES","18","2.35","4.16","4.46","10.97","-0.338","0.169","0.254","0.028"
"McHenry, Ned","AD","20","4.38","1.61","2.68","8.67","0.108","-0.594","-0.321","-0.269"
"McInerney, Justin","SY","22","3.22","2.75","4.26","10.23","-0.159","-0.281","0.113","-0.109"
"McInerney, Oscar","BL","22","6.37","2.00","8.37","16.74","0.664","-0.476","1.188","0.459"
"McInnes, Reef","CW","6","0.95","0.07","0.38","1.40","-0.088","-0.930","-0.636","-0.552"
"McIntosh, Kamdyn","RI","21","3.09","5.49","3.65","12.24","-0.221","0.383","-0.080","0.027"
"McKay, Ben","NM","15","0.38","3.74","0.27","4.39","-0.871","0.261","-0.909","-0.506"
"McKay, Harry","CA","19","10.34","0.99","2.04","13.37","1.754","-0.736","-0.457","0.187"
"McKenzie, Daniel","SK","12","1.49","2.85","2.06","6.41","-0.371","0.203","-0.131","-0.100"
"McKenzie, Trent","PA","7","-0.08","2.72","0.25","2.89","-1.055","0.963","-0.821","-0.304"
"McLean, Hayden","SY","9","2.71","1.04","0.78","4.53","0.731","-0.333","-0.504","-0.035"
"McLean, Toby","WB","2","0.16","0.05","0.41","0.62","-0.583","-0.856","0.075","-0.455"
"McNeil, Lachlan","WB","16","2.46","0.71","1.59","4.76","-0.188","-0.764","-0.473","-0.475"
"McPherson, Andrew","AD","1","0.08","0.11","0.08","0.27","-0.602","-0.421","-0.606","-0.543"
"McStay, Daniel","BL","22","6.70","1.43","3.36","11.49","0.750","-0.626","-0.122","0.001"
"Mead, Jackson","PA","11","0.81","0.77","1.65","3.23","-0.628","-0.646","-0.242","-0.505"
"Meek, Lloyd","FR","6","1.10","1.42","1.62","4.15","0.014","0.310","0.490","0.271"
"Melksham, Jake","ME","11","3.53","0.35","1.41","5.30","0.773","-0.822","-0.293","-0.114"
"Membrey, Tim","SK","22","9.81","2.01","3.14","14.96","1.255","-0.537","-0.278","0.147"
"Menegola, Sam","GE","7","1.71","1.01","1.68","4.40","0.407","-0.172","0.378","0.204"
"Menzie, Jye","ES","2","0.33","0.04","0.23","0.60","-0.158","-0.902","-0.415","-0.492"
"Merrett, Zach","ES","19","5.60","3.96","9.47","19.04","0.492","0.054","1.523","0.690"
"Michael, Carter","BL","1","0.15","0.19","0.02","0.36","-0.131","0.097","-0.907","-0.314"
"Miers, Gryan","GE","22","4.48","1.13","3.19","8.80","0.171","-0.705","-0.165","-0.233"
"Mihocek, Brody","CW","23","8.23","0.58","1.56","10.37","1.057","-0.856","-0.609","-0.136"
"Milera, Wayne","AD","12","2.33","0.88","1.27","4.48","-0.016","-0.630","-0.464","-0.370"
"Miller, Ben","RI","11","1.25","3.98","1.40","6.62","-0.397","0.912","-0.329","0.062"
"Miller, Touk","GC","22","5.50","4.22","15.09","24.81","0.266","-0.030","2.470","0.902"
"Mills, Callum","SY","25","5.35","5.82","9.31","20.48","0.231","0.338","1.142","0.570"
"Mitchell, Tom","HW","21","4.04","3.56","8.49","16.09","-0.026","-0.143","1.045","0.292"
"Moore, Darcy","CW","24","0.67","14.54","1.26","16.48","-0.839","2.484","-0.697","0.316"
"Moore, Dylan","HW","22","9.69","2.00","6.05","17.74","1.228","-0.540","0.391","0.360"
"Morris, Josh","HW","6","0.42","0.72","0.49","1.62","-0.650","-0.396","-0.587","-0.544"
"Morrison, Harry","HW","21","4.10","4.74","4.74","13.57","-0.013","0.141","0.142","0.090"
"Motlop, Jesse","CA","12","2.31","0.31","0.96","3.58","-0.028","-0.868","-0.593","-0.496"
"Motlop, Steven","PA","14","3.31","1.01","1.79","6.11","0.197","-0.634","-0.354","-0.264"
"Mountford, Declan","WC","2","0.36","0.09","0.42","0.88","-0.085","-0.774","0.075","-0.261"
"Mundy, David","FR","22","2.89","3.02","8.01","13.92","-0.274","-0.242","1.009","0.164"
"Murphy, Lachlan","AD","17","4.40","1.05","3.65","9.11","0.311","-0.687","0.086","-0.097"
"Murphy, Nathan","CW","16","0.15","6.23","0.42","6.80","-0.946","1.238","-0.848","-0.185"
"Murray, Nick","AD","16","0.46","6.68","0.84","7.98","-0.855","1.113","-0.734","-0.159"
"Naish, Patrick","WC","11","1.38","2.04","1.20","4.62","-0.365","-0.062","-0.447","-0.291"
"Naitanui, Nic","WC","8","2.94","0.56","3.44","6.95","0.862","-0.646","1.179","0.465"
"Nankervis, Toby","RI","23","5.65","3.70","10.29","19.64","0.300","-0.149","1.367","0.506"
"Narkle, Quinton","GE","8","1.05","0.66","1.14","2.84","-0.243","-0.529","-0.184","-0.319"
"Nash, Conor","HW","21","2.71","2.74","6.14","11.58","-0.348","-0.341","0.478","-0.070"
"Naughton, Aaron","WB","22","11.24","0.69","2.86","14.79","1.704","-0.833","-0.313","0.186"
"Neal-Bullen, Alex","ME","23","4.75","1.93","5.09","11.77","0.141","-0.538","0.222","-0.058"
"Neale, Lachie","BL","25","5.48","3.26","13.40","22.14","0.261","-0.251","2.082","0.697"
"Neale, Shannon","GE","2","0.11","0.13","0.32","0.57","-0.674","-0.617","-0.070","-0.454"
"Nelson, Jackson","WC","13","0.92","1.71","1.47","4.10","-0.642","-0.333","-0.428","-0.468"
"Newcombe, Jai","HW","22","5.31","4.14","8.29","17.74","0.222","-0.047","0.906","0.360"
"Newman, Nic","CA","19","0.74","7.46","1.97","10.17","-0.804","0.988","-0.475","-0.097"
